x,y,n
-7.089548454,-45.64371159,The Thing About Men (Avon Romance)
61.61622293,16.04122788,The Further Observations of Lady Whistledown
11.20926387,25.75832631,Does She or Doesn't She?
-39.73299346,-49.49194648,Cryptonomicon
-35.15289096,-75.92320854,The Poisonwood Bible
60.51998353,-40.86906158,One Night of Scandal
18.1886977,-23.54547302,"Dead Ringer (Scottoline, Lisa)"
26.01404373,23.21079291,Dead Ringer
23.85007999,-21.66247776,"Killer Smile (Scottoline, Lisa)"
-27.36417042,-11.17851365,Gallow's Thief
-38.3032414,-14.58271998,If the Slipper Fits (Avon Romance)
-0.748738605,2 34.957155568138,0 The Lady in Question
68.52557265,-25.6181716,Little Altars Everywhere
27.84263339,45.13809078,Savannah Blues
-54.83747467,56.02135443,"Sushi for Beginners : A Novel (Keyes, Marian)"
39.09510695,71.48192625,Happiness : A Novel
9.729997753,15.58881421,The Beachcomber
-23.99564789,-41.10335096,A People's History of the United States : 1492-Present (Perennial Classics)
20.14559305,4.525613128,Everything Is Illuminated : A Novel
24.64099445,29.68653937,"The Lady, the Chef, and the Courtesan"
41.06299923,-8.81956763,When He Was Wicked (Bridgerton Family Series)
-31.19023275,14.99768445,Bare Necessity
-2.022315247,18.48337023,Kisscut
-7.559122842,-43.50629723,Couldn't Keep It to Myself : Testimonies from Our Imprisoned Sisters
-24.61773841,36.71913426,Finding Fish
-15.59302055,-54.29265528,Patron Saint of Liars : A Novel
-22.56806924,-32.11965515,When the Storm Breaks
-2.236640967,-36.51865068,The Holiday Present
-9.053575521,22.5893097,If Cooks Could Kill : An Angie Amalfi Mystery (Angie Amalfi Mysteries)
36.33393893,8.872436828,A Greek God at the Ladies' Club (Avon Romance)
22.85309787,-43.05851805,Sushi for Beginners
58.42574871,-19.61581717,The Known World
-11.73671384,15.44837244,Neverwhere : A Novel
-18.30985382,-1.37142897,American Gods : A Novel
61.6674423,-9.249286609,Save Karyn : One Shopaholic's Journey to Debt and Back
39.84213742,5.838491876,Ella Enchanted (rack)
69.46178899,41.52276955,"Holy Fools : A Novel (Harris, Joanne)"
53.71027556,48.2102346,The Dim Sum of All Things
14.89829572,26.52431244,"Under the Duvet : Shoes, Reviews, Having the Blues, Builders, Babies, Families and Other Calamities"
-5.654180317,68.78288615,A Series of Unfortunate Events: Lemony Snicket : The Unauthorized Autobiography (A Series of Unfortunate Events)
-7.801120013,-51.23676093,A Girl's Best Friend
3.551648135,23.06420216,"Project Princess (The Princess Diaries, Vol. 4 1/2)"
-34.3520255,-2.7240159,Dead Witch Walking
11.42099396,15.31887336,The Way the Crow Flies: A Novel (Today Show Book Club #18)
28.54986727,10.43183281,Riding Lessons
-9.985608055,-8.554981691,Burglars Can't Be Choosers
6.790631194,-52.46898038,Mystic River
-17.93314299,4.221089191,A Hat Full of Sky
-0.270409163,4 20.265464183769,4 Mere Christianity
66.91161514,-40.5036647,The Screwtape Letters
-10.25692225,-15.89963238,Touching the Void: The True Story of One Man's Miraculous Survival
-8.048773228,9.011505918,The Stepford Wives
2.223667505,-19.21894166,One Hundred Years of Solitude (Oprah's Book Club)
81.01574309,7.596939509,Death Be Not Proud a Memoir
-55.8936134,20.67082133,Tree Grows In Brooklyn
-16.6829364,18.10496107,Our Town: A Play in Three Acts
-1.020923489,41.8558144,Skinwalkers
61.28776394,6.458163737,The Phantom of the Opera: The Original Novel
-5.973395202,-12.04297512,Death Be Not Proud: A Memoir
-23.49324686,37.93074449,Native Son
34.85901678,-34.96218,Brave New World
36.39019155,7.19458472,Native Son: And How Bigger Was Born
-7.421240141,-69.79472938,Black Boy (American Hunger : a Record of Childhood and Youth)
-39.6647868,46.17086697,Brave New World
19.70180222,-14.20979554,Brave New World
13.16121457,31.2514682,The Crying of Lot 49: A Novel (Perennial Fiction Library)
11.53131095,6.740278516,In Country RI
23.93386856,-38.07703801,Proud Shoes: The Story of an American Family
13.66765543,-21.36315098,The Unbearable Lightness of Being
57.73244921,12.43359606,Why Do Clocks Run Clockwise?
-52.31647153,12.32079994,An American Childhood
-57.68638334,-7.113594011,Pilgrim at Tinker Creek
51.55120264,27.99799856,The Bean Trees
-39.34895245,-10.25708647,The Dance of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships
37.21310325,-71.03775183,House Made of Dawn (Perennial Library)
3.253028611,22.52109258,The Dance of Intimacy: A Woman's Guide to Courageous Acts of Change in Key Relationships
29.86015388,-27.02186919,Their Eyes Were Watching God: A Novel
-8.740585815,41.24984013,Homeland and Other Stories
-78.12052002,0.474004572,one hundred years of solitude
-17.81187372,42.50171559,"Love, Medicine and Miracles : Lessons Learned about Self-Healing from a Surgeon's Experience with Exceptional Patients"
44.65579305,39.3356478,The Lost Continent: Travels in Small-Town America
-4.803666792,7.398544624,Letters from the Earth
32.70550562,59.88385725,Animal Dreams
-34.16366575,19.83228487,Care of the Soul : A Guide for Cultivating Depth and Sacredness in Everyday Life
-16.99605123,-53.59692857,Pigs in Heaven
-44.33759338,-16.31048213,Sweet Hereafter Movie Tie-In : A Novel
-24.64717387,-1.9973228,A Return to Love: Relfections on the Principles of a Course in Miracles
0.36892774,-64.55398458,The Living : A Novel
-16.86338542,-14.47201909,Maybe the Moon : A Novel
-1.480916326,-5.622989542,Hank
54.27172937,33.70200175,"More Tales of the City (Maupin, Armistead. Tales of the City Series, V. 2.)"
46.51343788,2.27634404,"Babycakes (Tales of the City Series, V. 4)"
-50.47635887,18.52779774,"Further Tales of the City (Tales of the City Series, V. 3)"
-57.84648509,10.56320573,The Infinite Plan : A Novel
-49.81726962,56.20153331,"A Suitable Boy : Novel, A"
-6.552429487,-33.88562215,Feather Crowns
15.42740013,12.30929201,Soul Mates
6.30573275,-14.89624941,"She Flew the Coop : A Novel Concerning Life, Death, Sex and Recipes in Limoges, Louisiana"
-70.08104652,-19.13890989,Mutant Message Down Under
-7.562193114,57.23227372,Paula
-8.210996872,-29.19430291,"Rule of the Bone : Novel, A"
-18.95035751,-58.43687947,High Tide in Tucson : Essays from Now or Never
47.59679472,29.51672412,"Atticus : Novel, A"
51.15050039,-1.125135291,Don't Pee on My Leg and Tell Me It's Raining: America's Toughest Family Court Judge Speaks Out
80.41200902,5.5252953,Divine Secrets of the Ya-Ya Sisterhood: A Novel
-52.23942334,-52.23277799,Tales of Burning Love : A Novel
-24.70462729,-0.666979133,1 Slowness: A Novel
-3.867688414,-0.344083107,4 Pilgrim : A Novel
39.43297781,-39.53902075,As Nature Made Him : The Boy Who Was Raised as a Girl
-7.954486269,37.78194175,One Hundred Years of Solitude
-33.07081452,70.67578145,Brave New World
35.32516207,71.69777834,A Tree Grows in Brooklyn
-41.03601762,8.373851705,Five Fortunes
58.7183825,-34.60428746,The Bell Jar : A Novel (Perennial Classics)
-3.616513336,76.13036872,The Poisonwood Bible: A Novel
8.293536442,-42.16722139,The Night Listener : A Novel
28.48343607,-25.38336268,Wasted : A Memoir of Anorexia and Bulimia
-32.67503165,-35.24985841,The Last Report on the Miracles at Little No Horse: A Novel
-41.36187004,-10.07521686,Their Eyes Were Watching God
36.34642275,-39.69374189,The Map That Changed the World : William Smith and the Birth of Modern Geology
47.03482695,16.4920531,Demian: The Story of Emil Sinclair's Youth (Perennial Classics)
-10.41682305,9.534449495,The Unbearable Lightness of Being : A Novel (Perennial Classics)
-33.14572765,25.20962026,About the Author : A Novel
-34.99991212,-17.59404186,Daughter of Fortune
-32.88778277,16.90021629,Waiting: The True Confessions of a Waitress
-26.24943403,-38.1928179,The Ethics of Star Trek
23.70132257,65.1479132,Bel Canto: A Novel
3.178975012,29.14903038,"The Binding Chair : or, A Visit from the Foot Emancipation Society"
-30.26684246,31.49328425,Smoke and Mirrors: Short Fictions and Illusions
-6.701612881,50.55343508,stardust
27.76027717,-59.08631854,Kitchen Confidential: Adventures in the Culinary Underbelly
-32.27495034,43.44948077,To Kill a Mockingbird
71.71692923,-13.11738394,Soul Mountain
2.763011404,66.007764,Portrait in Sepia : A Novel
50.59819249,-4.944108805,Enemy Women : A Novel
-49.41542096,-46.23079502,The Accidental Virgin
-56.50613384,-46.43715591,Fast Food Nation: The Dark Side of the All-American Meal
-47.16952593,-2.266725719,La casa de los esp¨ªritus
-45.51132202,-36.17408187,Cuentos de Eva Luna
-74.19640874,8.270343178,Ophelia Speaks : Adolescent Girls Write About Their Search for Self
48.53024899,-26.89045541,Pilgrim at Tinker Creek
-6.354288853,22.2454984,La Cucina: A Novel of Rapture
52.69938366,47.5181243,Little Green Men : A Novel
-24.91155081,-29.2519208,Veronika Decides to Die
7.707938339,27.72979865,Coastliners : A Novel
24.84892707,-4.300741026,Five Quarters of the Orange
-6.347607607,8.615165919,Zen and the Art of Motorcycle Maintenance: An Inquiry into Values
39.6009378,11.67893136,Prodigal Summer: A Novel
-11.75658171,40.17316189,More Than You Know: A Novel
-38.56479724,9.56473737,"Tales of the City (Tales of the City Series, V. 1)"
-6.060345772,27.15012048,Bart Simpson's Guide to Life: A Wee Handbook for the Perplexed
25.89772449,57.91031738,The Man Who Mistook His Wife for a Hat: And Other Clinical Tales
-44.58947419,-11.550155,The All of It: A Novel
9.47941962,18.30896398,Moon Tiger
6.015286351,-26.54029444,The Mysteries of Pittsburgh
6.113093927,12.26746633,Tracks RI
0.820708033,8.129727608,This Boy's Life: A Memoir
53.37962251,22.8947427,Getting the Love You Want: A Guide for Couples
46.42834123,-55.90399779,The Mambo Kings Play Songs of Love
-23.87642677,19.39642627,Ginger Tree
24.24533747,-37.46227646,Up the Down Staircase
60.37293628,9.734360752,Awakenings
-47.57340305,-14.21862155,Lakota Woman
1.13477313,-10.97375825,Immortality
-6.273665597,-20.43288093,Love Medicine
-18.99657195,58.98279657,Two Old Women
47.69774637,-15.91857893,The Lone Ranger and Tonto Fistfight in Heaven
-53.10151849,-35.11197026,Ten Stupid Things Women Do to Mess Up Their Lives
61.33692587,-50.48964287,Thank You for Smoking
-21.93901158,48.17925475,Autobiography of a Face
22.65278573,70.98827921,Little Altars Everywhere: A Novel
-48.61148022,30.61108209,The New Girls
14.83586153,-33.33837502,Still Missing
-25.21236379,-40.27397792,By the River Piedra I Sat Down and Wept
-21.11318782,25.93580261,Downsize This! Random Threats from an Unarmed American
-75.7295524,-30.65222712,The Perfect Storm : A True Story of Men Against the Sea
-22.91262795,43.2624777,The God of Small Things
29.40552574,2.697489217,Crazy Ladies : A Novel
4.920653994,51.71140628,Mariette in Ecstasy
1.196687112,50.31035486,Microserfs
-39.47040572,-22.93215317,Wicked: The Life and Times of the Wicked Witch of the West
-1.410415646,55.13027002,Stupid White Men : ...And Other Sorry Excuses for the State of the Nation!
-24.96858116,9.621317127,Girlfriend in a Coma
-33.52948465,-44.13018028,Confessions of an Ugly Stepsister : A Novel
-26.13716599,27.79548088,I Know This Much Is True
-11.89436875,8.55707164,Adventures in a TV Nation
-13.61648663,57.38724795,Getting Over It
20.87258923,57.02909128,Running In Heels: A Novel
-17.29528236,55.7097867,Lost: A Novel
-39.0317339,-51.66494337,Hunger Point : A Novel
76.54827072,-17.20815033,"The Professor and the Madman: A Tale of Murder, Insanity, and the Making of The Oxford English Dictionary"
-10.03421891,29.12752227,The Blessing Way (Joe Leaphorn Novels)
-31.71395663,22.87229247,Dance Hall of the Dead (Joe Leaphorn Novels)
-27.14869519,30.78827086,The Dark Wind (Jim Chee Novels)
-14.3523555,-37.37069678,A Thief of Time (Joe Leaphorn/Jim Chee Novels)
-47.98035346,34.43518478,Billy Bathgate: A Novel
-39.92639548,72.77742335,Skinwalkers (Joe Leaphorn/Jim Chee Novels)
-40.02541617,71.84038261,The Fly on the Wall
15.381586,-46.55172979,Listening Woman (Joe Leaphorn Novels)
13.83991833,18.47573364,Spring Moon: A Novel of China
61.8217828,-5.620266664,Murder on the Orient Express
-30.56130072,12.42664112,The Ghostway
-17.43879046,56.52419516,Fatherland
-28.89444826,21.35568497,Kane
32.06248231,-9.548712511,The Prodigal Daughter
-17.86668497,-15.16284401,A Quiver Full of Arrows
-11.21399164,12.52845146,First Among Equals
14.98519818,9.982789896,The Exorcist
24.2465687,60.53491459,A Woman of Substance
7.207838726,-4.792732378,Voice of the Heart
0.633361297,-2.918036027,Act of Will
2.239923649,-34.9244759,The House Next Door
43.58829236,18.75161838,One for the Money (Stephanie Plum Novels (Paperback))
14.59737195,-21.16515632,"The Secret Life of Laszlo, Count Dracula"
37.99724531,-13.02246361,Shinju
41.22666181,8.656578742,"Men, Women and Relationships"
8.527816909,0.279901492,Rekindled
-0.904093708,6 36.797805827742,4 Moment to Moment
49.63975258,2.997656896,Glimmering
-0.493416094,8 -8.382794347493,67 A Secret Affair
16.54772703,-47.83389372,Vendetta: Luckys Revenge
-47.46153803,-9.019594556,Rising Phoenix
-40.48971816,-2.816604442,Storming Heaven
3.348404741,5.16942428,Second Sight
44.63539389,8.021791794,The Eleventh Commandment
7.668769409,-43.11491714,Orchid Beach (Holly Barker Novels (Paperback))
31.91984241,-11.47861503,Worst Fears Realized
47.78398563,-31.20915555,The Run
16.63749526,38.59925606,The Perfect Storm : A True Story of Men Against the Sea
-29.07660888,19.91929362,Shall We Tell the President?
-6.573512619,-10.08270791,Under the Lake
-71.75640748,23.5797184,Every Move She Makes
29.69967922,53.53899363,The Terrible Hours
1.745886475,12.42062879,Cat Laughing Last : A Joe Grey Mystery (Joe Grey Mysteries (Paperback))
11.44225455,72.67907276,Prey
-24.62858325,-1.730306803,Infinity Beach
-42.30757299,-26.4107328,The Thief's Gamble (Tale of Einarinn)
-41.76753358,53.02472261,Carpe Jugulum (Discworld Novels (Paperback))
5.081388934,21.69691129,The Fifth Elephant: A Novel of Discworld
-31.22423029,11.05440798,Witches Abroad
6.486621331,23.13348738,Moving Pictures (Discworld Novels (Paperback))
-63.76969905,30.8784036,Guards! Guards! (Discworld Novels (Paperback))
73.20887433,7.258280038,Pyramids (Discworld Novels (Paperback))
62.66225026,18.43783398,Wyrd Sisters (Discworld Novels (Paperback))
22.09091699,-57.89838295,Sourcery (Discworld 5)
7.832254088,-19.49347006,Mort (Discworld Novels (Paperback))
-14.94339523,9.503798758,Equal Rites (Discworld Novels (Paperback))
-42.92926766,29.87185242,The Light Fantastic (Discworld Novels (Paperback))
-27.08717831,14.51589308,The Color of Magic
-30.76298184,-29.48105787,Blind Man's Bluff: The Untold Story of American Submarine Espionage
-76.98507658,-22.80977919,Coldheart Canyon
-9.474469812,32.22431581,"Carpenter's Lady, The, NEW EDITION"
50.46809641,-40.73194619,Long Time No See
-59.91367232,-26.89821459,Moment of Truth
18.09152881,7.253131426,Wild Justice
-61.86960878,-5.734612683,The Associate
77.29462429,-1.403060809,U.S.S. Seawolf
-14.55619997,-1.674085539,The Shark Mutiny
-32.77861207,28.32752801,Hit List
-68.07394426,-12.13861241,Murder Boogies with Elvis
12.60613534,4.315726517,Moving Target
-29.98396077,-8.928176221,Running Scared
-17.79817033,-40.74018296,"Bride's Kimono, The"
24.81791717,21.66047506,Thief of Time
8.428334324,-62.57757372,Courting Trouble
-49.81134798,-11.49604154,The Vendetta Defense
-63.40590409,-41.02958727,Flight Lessons
14.54160087,-11.39065745,The Reluctant Suitor
10.70341148,-28.02358299,Orange Crush
-13.35118741,-46.64823547,Triggerfish Twist
-3.606531847,-4.611617055,The Promise in a Kiss
-23.42365971,36.54983163,The Book of Shadows
-38.51153208,21.42628251,A Theory of Relativity
-13.04652355,-9.839504813,Rebecca's Tale
-10.21311838,-6.398232051,Daughter of the Game
44.52875384,-23.54699068,To Cut a Long Story Short
0.166362875,-36.11406515,Breathing Room (Avon Romance)
0.641941138,27.49920754,The Family
34.28321384,-23.35234853,Twelve Times Blessed
-15.54379595,21.81748967,A Woman Betrayed
9.91108309,-30.52484433,More Than Friends
-4.118773824,-71.58545251,Suddenly
-22.74831096,51.6409923,Heartbreak Hotel
-22.88821906,2.114306219,Everywhere That Mary Went
-61.58127933,-24.93376061,Final Appeal
10.77856999,27.38058352,Gaudy Night
-18.89807431,-49.54069009,The Salaryman's Wife (Children of Violence Series)
38.91944693,-58.53511111,Zen Attitude
13.848085,21.86055573,Deep Lie
76.77449055,3.943022636,Mars and Venus Together Forever: A Practical Guide to Creating Lasting Intimacy
-71.8047637,1.248530844,Mars and Venus on a Date : A Guide to Navigating the 5 Stages of Dating to Create a Loving and Lasting Relationship
58.16754253,8.919948284,The Fifth Elephant: A Novel of Discworld
34.43559205,-14.4668758,Antibodies (X-Files)
